time,icao24,callsign,lat,lon,heading,geoaltitude (ft),velocity(kts),vertrate (ft/min),onground,squawk,alert,spi,baroaltitude,lastposupdate,lastcontact
2023-02-01 16:54:02,N863GT,5Y747,47.0624,-119.5111,126,12775,200,,0,6627,,,,,
2023-02-01 16:54:11,N863GT,5Y747,47.0574,-119.5008,125,12775,200,,0,6627,,,,,
2023-02-01 16:54:23,N863GT,5Y747,47.0533,-119.4843,98,12775,215,64,0,6627,,,,,
2023-02-01 16:54:42,N863GT,5Y747,47.0575,-119.4594,63,12775,210,,0,6627,,,,,
2023-02-01 16:54:33,N863GT,5Y747,47.0541,-119.4703,77,12775,210,,0,6627,,,,,
2023-02-01 16:54:51,N863GT,5Y747,47.0632,-119.4485,52,12775,210,,0,6627,,,,,
2023-02-01 16:54:54,N863GT,5Y747,47.0658,-119.445,42,12775,210,,0,6627,,,,,
2023-02-01 16:55:14,N863GT,5Y747,47.0821,-119.4325,11,12750,190,,0,6627,,,,,
2023-02-01 16:55:16,N863GT,5Y747,47.084,-119.4321,9,12750,190,,0,6627,,,,,
2023-02-01 16:55:41,N863GT,5Y747,47.1057,-119.4346,347,12775,186,,0,6627,,,,,
2023-02-01 16:55:33,N863GT,5Y747,47.0988,-119.4324,352,12775,180,,0,6627,,,,,
2023-02-01 16:55:51,N863GT,5Y747,47.1139,-119.4375,346,12775,187,,0,6627,,,,,
2023-02-01 16:56:13,N863GT,5Y747,47.1325,-119.4436,349,12775,180,,0,6627,,,,,
2023-02-01 16:56:03,N863GT,5Y747,47.1243,-119.4411,347,12775,180,,0,6627,,,,,
2023-02-01 16:56:19,N863GT,5Y747,47.1375,-119.4452,349,12775,180,,0,6627,,,,,
2023-02-01 16:56:32,N863GT,5Y747,47.1488,-119.4485,349,12775,180,,0,6627,,,,,
2023-02-01 16:56:39,N863GT,5Y747,47.1547,-119.4501,350,12775,188,,0,6627,,,,,
2023-02-01 16:56:45,N863GT,5Y747,47.1591,-119.4513,350,12775,180,,0,6627,,,,,
2023-02-01 16:57:02,N863GT,5Y747,47.1743,-119.4552,350,12775,180,,0,6627,,,,,
2023-02-01 16:57:12,N863GT,5Y747,47.182,-119.457,351,12775,189,,0,6627,,,,,
2023-02-01 16:57:23,N863GT,5Y747,47.1924,-119.4595,351,12775,180,,0,6627,,,,,
2023-02-01 16:57:38,N863GT,5Y747,47.2051,-119.4625,351,12775,187,,0,6627,,,,,
2023-02-01 16:57:32,N863GT,5Y747,47.2002,-119.4613,350,12775,186,,0,6627,,,,,
2023-02-01 16:57:50,N863GT,5Y747,47.2145,-119.4648,351,12775,186,,0,6627,,,,,
2023-02-01 16:57:58,N863GT,5Y747,47.2221,-119.4667,351,12775,180,,0,6627,,,,,
2023-02-01 16:58:15,N863GT,5Y747,47.2364,-119.4701,351,12775,184,,0,6627,,,,,
2023-02-01 16:58:19,N863GT,5Y747,47.2392,-119.4708,351,12775,184,,0,6627,,,,,
2023-02-01 16:58:33,N863GT,5Y747,47.2502,-119.4736,350,12775,180,,0,6627,,,,,
2023-02-01 16:58:43,N863GT,5Y747,47.2585,-119.4758,349,12775,185,,0,6627,,,,,
2023-02-01 16:58:53,N863GT,5Y747,47.2675,-119.4779,351,12775,180,,0,6627,,,,,
2023-02-01 16:58:57,N863GT,5Y747,47.2716,-119.479,350,12775,184,,0,6627,,,,,
2023-02-01 16:59:08,N863GT,5Y747,47.28,-119.4811,350,12775,183,,0,6627,,,,,
2023-02-01 16:59:24,N863GT,5Y747,47.2944,-119.4847,350,12775,182,,0,6627,,,,,
2023-02-01 16:59:40,N863GT,5Y747,47.3073,-119.4879,350,12775,182,,0,6627,,,,,
2023-02-01 16:59:31,N863GT,5Y747,47.2989,-119.4859,350,12775,182,,0,6627,,,,,
2023-02-01 16:59:54,N863GT,5Y747,47.319,-119.4909,350,12775,170,,0,6627,,,,,
2023-02-01 17:00:04,N863GT,5Y747,47.3269,-119.4929,350,12775,180,,0,6627,,,,,
2023-02-01 17:00:15,N863GT,5Y747,47.3349,-119.4949,350,12775,180,,0,6627,,,,,
2023-02-01 17:00:21,N863GT,5Y747,47.3408,-119.4958,355,12775,183,,0,6627,,,,,
2023-02-01 17:00:32,N863GT,5Y747,47.3505,-119.4975,353,12750,180,,0,6627,,,,,
2023-02-01 17:00:42,N863GT,5Y747,47.3594,-119.4961,14,12750,190,,0,6627,,,,,
2023-02-01 17:01:22,N863GT,5Y747,47.3749,-119.4483,102,12775,220,,0,6627,,,,,
2023-02-01 17:00:57,N863GT,5Y747,47.3708,-119.4838,51,12775,210,,0,6627,,,,,
2023-02-01 17:01:12,N863GT,5Y747,47.376,-119.4615,85,12775,220,,0,6627,,,,,
2023-02-01 17:00:50,N863GT,5Y747,47.3661,-119.4907,28,12775,200,,0,6627,,,,,
2023-02-01 17:01:30,N863GT,5Y747,47.3717,-119.4377,118,12775,220,,0,6627,,,,,
2023-02-01 17:01:44,N863GT,5Y747,47.3629,-119.4216,136,12775,210,,0,6627,,,,,
2023-02-01 17:01:52,N863GT,5Y747,47.3573,-119.4139,137,12775,210,,0,6627,,,,,
2023-02-01 17:01:58,N863GT,5Y747,47.3517,-119.4065,138,12775,210,,0,6627,,,,,
2023-02-01 17:02:15,N863GT,5Y747,47.3392,-119.3903,138,12750,210,,0,6627,,,,,
2023-02-01 17:02:25,N863GT,5Y747,47.3327,-119.3818,139,12775,212,,0,6627,,,,,
2023-02-01 17:02:33,N863GT,5Y747,47.3264,-119.3734,138,12775,212,,0,6627,,,,,
2023-02-01 17:02:42,N863GT,5Y747,47.3198,-119.3645,138,12775,213,,0,6627,,,,,
2023-02-01 17:02:50,N863GT,5Y747,47.3146,-119.3577,138,12775,213,,0,6627,,,,,
2023-02-01 17:03:03,N863GT,5Y747,47.3053,-119.3452,138,12775,210,,0,6627,,,,,
2023-02-01 17:03:11,N863GT,5Y747,47.2986,-119.3362,138,12775,212,,0,6627,,,,,
2023-02-01 17:03:23,N863GT,5Y747,47.2898,-119.3244,137,12775,200,,0,6627,,,,,
2023-02-01 17:03:33,N863GT,5Y747,47.2833,-119.3155,139,12775,200,,0,6627,,,,,
2023-02-01 17:03:45,N863GT,5Y747,47.2744,-119.3034,138,12775,200,,0,6627,,,,,
2023-02-01 17:04:04,N863GT,5Y747,47.262,-119.2863,136,12775,200,,0,6627,,,,,
2023-02-01 17:03:50,N863GT,5Y747,47.2713,-119.2992,137,12775,205,,0,6627,,,,,
2023-02-01 17:04:15,N863GT,5Y747,47.2547,-119.2766,139,12775,200,,0,6627,,,,,
2023-02-01 17:04:20,N863GT,5Y747,47.25,-119.2707,139,12775,200,,0,6627,,,,,
2023-02-01 17:04:30,N863GT,5Y747,47.2434,-119.2615,134,12775,200,,0,6627,,,,,
2023-02-01 17:04:44,N863GT,5Y747,47.2366,-119.2448,114,12775,220,,0,6627,,,,,
2023-02-01 17:04:54,N863GT,5Y747,47.2339,-119.2304,104,12775,220,,0,6627,,,,,
2023-02-01 17:05:02,N863GT,5Y747,47.2317,-119.2165,103,12750,230,,0,6627,,,,,
2023-02-01 17:05:16,N863GT,5Y747,47.2285,-119.196,103,12750,230,,0,6627,,,,,
2023-02-01 17:05:24,N863GT,5Y747,47.2265,-119.1831,104,12775,240,,0,6627,,,,,
2023-02-01 17:05:34,N863GT,5Y747,47.2241,-119.1675,103,12775,240,,0,6627,,,,,
2023-02-01 17:05:43,N863GT,5Y747,47.2215,-119.1505,103,12775,250,,0,6627,,,,,
2023-02-01 17:05:52,N863GT,5Y747,47.2195,-119.1378,103,12750,250,,0,6627,,,,,
2023-02-01 17:06:04,N863GT,5Y747,47.216,-119.1159,103,12775,261,,0,6627,,,,,
2023-02-01 17:06:15,N863GT,5Y747,47.2131,-119.0978,103,12775,265,,0,6627,,,,,
2023-02-01 17:06:22,N863GT,5Y747,47.2111,-119.0855,103,12775,266,,0,6627,,,,,
2023-02-01 17:06:33,N863GT,5Y747,47.208,-119.0656,105,12775,260,,0,6627,,,,,
2023-02-01 17:06:46,N863GT,5Y747,47.2046,-119.043,100,12775,260,,0,6627,,,,,
2023-02-01 17:06:54,N863GT,5Y747,47.2038,-119.028,92,12775,270,,0,6627,,,,,
2023-02-01 17:07:05,N863GT,5Y747,47.205,-119.0083,82,12775,270,,0,6627,,,,,
2023-02-01 17:07:13,N863GT,5Y747,47.2073,-118.9933,77,12775,260,,0,6627,,,,,
2023-02-01 17:07:19,N863GT,5Y747,47.2086,-118.9863,75,12775,260,,0,6627,,,,,
2023-02-01 17:07:29,N863GT,5Y747,47.2117,-118.9681,76,12775,260,,0,6627,,,,,
2023-02-01 17:07:39,N863GT,5Y747,47.2152,-118.948,76,12775,268,,0,6627,,,,,
2023-02-01 17:07:47,N863GT,5Y747,47.2175,-118.9341,76,12775,268,,0,6627,,,,,
2023-02-01 17:08:15,N863GT,5Y747,47.2262,-118.8846,75,12775,265,,0,6627,,,,,
2023-02-01 17:08:02,N863GT,5Y747,47.2224,-118.9061,76,12775,267,,0,6627,,,,,
2023-02-01 17:08:34,N863GT,5Y747,47.2322,-118.8497,76,12775,265,,0,6627,,,,,
2023-02-01 17:08:24,N863GT,5Y747,47.2288,-118.8695,76,12775,264,,0,6627,,,,,
2023-02-01 17:08:43,N863GT,5Y747,47.2344,-118.8368,75,12750,266,,0,6627,,,,,
2023-02-01 17:08:49,N863GT,5Y747,47.2362,-118.8265,74,12750,260,,0,6627,,,,,
2023-02-01 17:09:05,N863GT,5Y747,47.244,-118.8011,57,12750,250,,0,6627,,,,,
2023-02-01 17:09:13,N863GT,5Y747,47.251,-118.7892,44,12775,250,,0,6627,,,,,
2023-02-01 17:09:32,N863GT,5Y747,47.268,-118.769,39,12775,250,,0,6627,,,,,
2023-02-01 17:09:20,N863GT,5Y747,47.2567,-118.7821,38,12775,250,,0,6627,,,,,
2023-02-01 17:09:44,N863GT,5Y747,47.2789,-118.7562,38,12775,240,,0,6627,,,,,
2023-02-01 17:09:50,N863GT,5Y747,47.2846,-118.7497,37,12775,249,,0,6627,,,,,
2023-02-01 17:10:04,N863GT,5Y747,47.2971,-118.7354,38,12775,240,,0,6627,,,,,
2023-02-01 17:10:13,N863GT,5Y747,47.3053,-118.726,38,12775,240,,0,6627,,,,,
2023-02-01 17:10:18,N863GT,5Y747,47.31,-118.7207,38,12775,240,-60,0,6627,,,,,
2023-02-01 17:10:44,N863GT,5Y747,47.3321,-118.6951,38,12775,230,,0,6627,,,,,
2023-02-01 17:10:30,N863GT,5Y747,47.32,-118.709,38,12775,240,,0,6627,,,,,
2023-02-01 17:10:53,N863GT,5Y747,47.3394,-118.6867,38,12750,230,,0,6627,,,,,
2023-02-01 17:11:02,N863GT,5Y747,47.3475,-118.6774,38,12750,220,,0,6627,,,,,
2023-02-01 17:11:16,N863GT,5Y747,47.3591,-118.664,38,12800,220,,0,6627,,,,,
2023-02-01 17:11:32,N863GT,5Y747,47.3722,-118.6488,38,12750,200,,0,6627,,,,,
2023-02-01 17:11:42,N863GT,5Y747,47.3797,-118.6401,38,12775,200,,0,6627,,,,,
2023-02-01 17:11:24,N863GT,5Y747,47.364,-118.6583,38,12825,210,-120,0,6627,,,,,
2023-02-01 17:12:13,N863GT,5Y747,47.4011,-118.6153,38,12775,200,,0,6627,,,,,
2023-02-01 17:11:53,N863GT,5Y747,47.3878,-118.6307,38,12775,203,,0,6627,,,,,
2023-02-01 17:12:02,N863GT,5Y747,47.3946,-118.6227,39,12775,200,,0,6627,,,,,
2023-02-01 17:12:25,N863GT,5Y747,47.4098,-118.605,38,12775,207,,0,6627,,,,,
2023-02-01 17:12:44,N863GT,5Y747,47.426,-118.5861,38,12775,207,,0,6627,,,,,
2023-02-01 17:12:33,N863GT,5Y747,47.4174,-118.5962,39,12775,207,,0,6627,,,,,
2023-02-01 17:12:50,N863GT,5Y747,47.4301,-118.5813,39,12775,200,,0,6627,,,,,
2023-02-01 17:13:16,N863GT,5Y747,47.4492,-118.5587,43,12750,200,,0,6627,,,,,
2023-02-01 17:13:02,N863GT,5Y747,47.4392,-118.5708,38,12775,207,,0,6627,,,,,
2023-02-01 17:13:25,N863GT,5Y747,47.4548,-118.5476,58,12775,214,,0,6627,,,,,
2023-02-01 17:13:30,N863GT,5Y747,47.4568,-118.5406,67,12750,210,,0,6627,,,,,
2023-02-01 17:13:44,N863GT,5Y747,47.4575,-118.5197,96,12775,220,,0,6627,,,,,
2023-02-01 17:13:48,N863GT,5Y747,47.4567,-118.5152,106,12775,220,,0,6627,,,,,
2023-02-01 17:13:57,N863GT,5Y747,47.4519,-118.5019,118,12775,210,,0,6627,,,,,
2023-02-01 17:14:12,N863GT,5Y747,47.4407,-118.4876,143,12775,210,,0,6627,,,,,
2023-02-01 17:14:25,N863GT,5Y747,47.4304,-118.4766,144,12775,210,,0,6627,,,,,
2023-02-01 17:14:35,N863GT,5Y747,47.4231,-118.4687,145,12775,220,,0,6627,,,,,
2023-02-01 17:14:43,N863GT,5Y747,47.4174,-118.4627,144,12775,230,-60,0,6627,,,,,
2023-02-01 17:14:55,N863GT,5Y747,47.4059,-118.4507,143,12725,240,,0,6627,,,,,
2023-02-01 17:15:16,N863GT,5Y747,47.3847,-118.4284,144,12750,260,,0,6627,,,,,
2023-02-01 17:15:05,N863GT,5Y747,47.3974,-118.4419,145,12750,250,440,0,6627,,,,,
2023-02-01 17:15:25,N863GT,5Y747,47.376,-118.4192,144,12825,262,,0,6627,,,,,
2023-02-01 17:15:29,N863GT,5Y747,47.3719,-118.4148,144,12825,260,,0,6627,,,,,
2023-02-01 17:15:43,N863GT,5Y747,47.3582,-118.3999,145,12825,264,,0,6627,,,,,
2023-02-01 17:15:56,N863GT,5Y747,47.3455,-118.3863,144,12825,260,,0,6627,,,,,
2023-02-01 17:16:15,N863GT,5Y747,47.3267,-118.3661,144,12825,260,,0,6627,,,,,
2023-02-01 17:16:21,N863GT,5Y747,47.3209,-118.3598,144,12800,260,,0,6627,,,,,
2023-02-01 17:16:33,N863GT,5Y747,47.3092,-118.3472,144,12825,259,,0,6627,,,,,
2023-02-01 17:16:39,N863GT,5Y747,47.3038,-118.3416,144,12825,258,,0,6627,,,,,
2023-02-01 17:16:55,N863GT,5Y747,47.2875,-118.3239,144,12825,250,,0,6627,,,,,
2023-02-01 17:17:03,N863GT,5Y747,47.2803,-118.3162,145,12825,250,,0,6627,,,,,
2023-02-01 17:17:16,N863GT,5Y747,47.2672,-118.3022,145,12825,250,,0,6627,,,,,
2023-02-01 17:17:31,N863GT,5Y747,47.2532,-118.2871,142,12825,260,,0,6627,,,,,
2023-02-01 17:17:25,N863GT,5Y747,47.2589,-118.2934,143,12825,250,,0,6627,,,,,
2023-02-01 17:17:44,N863GT,5Y747,47.2427,-118.2713,128,12825,260,,0,6627,,,,,
2023-02-01 17:17:47,N863GT,5Y747,47.2401,-118.2652,122,12825,260,,0,6627,,,,,
2023-02-01 17:17:59,N863GT,5Y747,47.2346,-118.2461,113,12800,270,,0,6627,,,,,
2023-02-01 17:18:16,N863GT,5Y747,47.2284,-118.2152,108,12825,275,,0,6627,,,,,
2023-02-01 17:18:21,N863GT,5Y747,47.2266,-118.2063,107,12825,270,,0,6627,,,,,
2023-02-01 17:18:35,N863GT,5Y747,47.2216,-118.1819,107,12825,273,,0,6627,,,,,
2023-02-01 17:18:44,N863GT,5Y747,47.2182,-118.1652,106,12825,273,,0,6627,,,,,
2023-02-01 17:19:05,N863GT,5Y747,47.2109,-118.1292,107,12825,270,60,0,6627,,,,,
2023-02-01 17:18:56,N863GT,5Y747,47.2141,-118.1449,107,12800,271,,0,6627,,,,,
2023-02-01 17:19:15,N863GT,5Y747,47.207,-118.1103,108,12825,270,,0,6627,,,,,
2023-02-01 17:19:23,N863GT,5Y747,47.2044,-118.0974,107,12825,271,,0,6627,,,,,
2023-02-01 17:19:32,N863GT,5Y747,47.2015,-118.0825,105,12825,273,,0,6627,,,,,
2023-02-01 17:19:46,N863GT,5Y747,47.1996,-118.0544,89,12825,270,,0,6627,,,,,
2023-02-01 17:19:53,N863GT,5Y747,47.2007,-118.0419,83,12825,270,,0,6627,,,,,
2023-02-01 17:20:01,N863GT,5Y747,47.2033,-118.0264,75,12825,270,,0,6627,,,,,
2023-02-01 17:20:14,N863GT,5Y747,47.2075,-118.0033,75,12825,276,,0,6627,,,,,
2023-02-01 17:20:20,N863GT,5Y747,47.2093,-117.993,76,12825,276,,0,6627,,,,,
2023-02-01 17:20:34,N863GT,5Y747,47.2139,-117.9671,75,12825,276,,0,6627,,,,,
2023-02-01 17:20:45,N863GT,5Y747,47.2175,-117.9472,76,12825,276,,0,6627,,,,,
2023-02-01 17:20:54,N863GT,5Y747,47.2203,-117.9314,74,12825,276,,0,6627,,,,,
2023-02-01 17:21:03,N863GT,5Y747,47.2235,-117.9134,76,12825,270,,0,6627,,,,,
2023-02-01 17:21:13,N863GT,5Y747,47.2265,-117.897,75,12825,277,,0,6627,,,,,
2023-02-01 17:21:36,N863GT,5Y747,47.2343,-117.8556,70,12825,270,,0,6627,,,,,
2023-02-01 17:21:24,N863GT,5Y747,47.2298,-117.8785,76,12825,277,,0,6627,,,,,
2023-02-01 17:21:39,N863GT,5Y747,47.2357,-117.8501,69,12825,270,,0,6627,,,,,
2023-02-01 17:22:03,N863GT,5Y747,47.2501,-117.8143,55,12825,240,,0,6627,,,,,
2023-02-01 17:21:57,N863GT,5Y747,47.2455,-117.8238,56,12825,240,,0,6627,,,,,
2023-02-01 17:22:15,N863GT,5Y747,47.2591,-117.7977,50,12850,230,,0,6627,,,,,
2023-02-01 17:22:20,N863GT,5Y747,47.2625,-117.792,49,12825,239,,0,6627,,,,,
2023-02-01 17:22:46,N863GT,5Y747,47.2808,-117.7605,49,12825,220,,0,6627,,,,,
2023-02-01 17:22:32,N863GT,5Y747,47.2713,-117.777,50,12800,230,,0,6627,,,,,
2023-02-01 17:22:52,N863GT,5Y747,47.284,-117.755,50,12825,224,,0,6627,,,,,
2023-02-01 17:23:04,N863GT,5Y747,47.2919,-117.7411,50,12825,220,,0,6627,,,,,
2023-02-01 17:23:18,N863GT,5Y747,47.3014,-117.7241,50,12850,222,,0,6627,,,,,
2023-02-01 17:23:26,N863GT,5Y747,47.3058,-117.7161,51,12875,220,,0,6627,,,,,
2023-02-01 17:23:42,N863GT,5Y747,47.3164,-117.6968,51,12800,200,,0,6627,,,,,
2023-02-01 17:23:35,N863GT,5Y747,47.3121,-117.7048,51,12850,210,,0,6627,,,,,
2023-02-01 17:23:57,N863GT,5Y747,47.3254,-117.6802,51,12825,200,,0,6627,,,,,
2023-02-01 17:24:14,N863GT,5Y747,47.3355,-117.6616,51,12825,206,,0,6627,,,,,
2023-02-01 17:24:20,N863GT,5Y747,47.339,-117.6551,51,12825,207,,0,6627,,,,,
2023-02-01 17:24:35,N863GT,5Y747,47.348,-117.6384,52,12825,207,,0,6627,,,,,
2023-02-01 17:24:41,N863GT,5Y747,47.3514,-117.632,52,12825,200,,0,6627,,,,,
2023-02-01 17:24:56,N863GT,5Y747,47.358,-117.6126,75,12825,210,,0,6627,,,,,
2023-02-01 17:25:01,N863GT,5Y747,47.3585,-117.6052,85,12850,220,,0,6627,,,,,
2023-02-01 17:25:17,N863GT,5Y747,47.3542,-117.5835,119,12825,220,,0,6627,,,,,
2023-02-01 17:25:27,N863GT,5Y747,47.3458,-117.5714,140,12825,210,,0,6627,,,,,
2023-02-01 17:25:32,N863GT,5Y747,47.3414,-117.5681,154,12825,210,,0,6627,,,,,
2023-02-01 17:25:47,N863GT,5Y747,47.3286,-117.5665,186,12825,190,,0,6627,,,,,
2023-02-01 17:26:17,N863GT,5Y747,47.3033,-117.5777,198,12825,184,,0,6627,,,,,
2023-02-01 17:26:05,N863GT,5Y747,47.3139,-117.5726,199,12825,185,,0,6627,,,,,
2023-02-01 17:26:31,N863GT,5Y747,47.2926,-117.5824,196,12825,185,,0,6627,,,,,
2023-02-01 17:26:43,N863GT,5Y747,47.2828,-117.5865,195,12825,180,,0,6627,,,,,
2023-02-01 17:27:06,N863GT,5Y747,47.263,-117.5947,196,12825,187,,0,6627,,,,,
2023-02-01 17:26:49,N863GT,5Y747,47.2777,-117.5886,196,12825,185,,0,6627,,,,,
2023-02-01 17:27:14,N863GT,5Y747,47.2562,-117.5976,196,12825,187,,0,6627,,,,,
2023-02-01 17:27:26,N863GT,5Y747,47.2464,-117.6017,196,12825,187,,0,6627,,,,,
2023-02-01 17:27:36,N863GT,5Y747,47.238,-117.6053,197,12825,189,,0,6627,,,,,
2023-02-01 17:27:52,N863GT,5Y747,47.2243,-117.6109,196,12825,194,,0,6627,,,,,
2023-02-01 17:27:44,N863GT,5Y747,47.2315,-117.6079,196,12825,192,,0,6627,,,,,
2023-02-01 17:28:05,N863GT,5Y747,47.2142,-117.6151,195,12825,196,,0,6627,,,,,
2023-02-01 17:28:09,N863GT,5Y747,47.2091,-117.6172,194,12825,197,,0,6627,,,,,
2023-02-01 17:28:22,N863GT,5Y747,47.1981,-117.6217,195,12825,190,,0,6627,,,,,
2023-02-01 17:28:35,N863GT,5Y747,47.187,-117.6263,196,12825,191,,0,6627,,,,,
2023-02-01 17:28:44,N863GT,5Y747,47.1796,-117.6293,196,12825,189,,0,6627,,,,,
2023-02-01 17:28:55,N863GT,5Y747,47.1703,-117.6332,196,12825,190,,0,6627,,,,,
2023-02-01 17:29:13,N863GT,5Y747,47.1543,-117.6397,195,12825,190,64,0,6627,,,,,
2023-02-01 17:29:25,N863GT,5Y747,47.1449,-117.6436,196,12825,180,,0,6627,,,,,
2023-02-01 17:29:33,N863GT,5Y747,47.1382,-117.6466,197,12825,189,,0,6627,,,,,
2023-02-01 17:29:45,N863GT,5Y747,47.1291,-117.6511,205,12800,180,,0,6627,,,,,
2023-02-01 17:30:04,N863GT,5Y747,47.119,-117.6674,247,12850,150,,0,6627,,,,,
2023-02-01 17:29:57,N863GT,5Y747,47.1216,-117.6601,226,12825,160,,0,6627,,,,,
2023-02-01 17:30:14,N863GT,5Y747,47.1178,-117.6773,266,12825,150,,0,6627,,,,,
2023-02-01 17:30:36,N863GT,5Y747,47.1186,-117.7009,273,12825,170,,0,6627,,,,,
2023-02-01 17:30:47,N863GT,5Y747,47.1191,-117.7132,272,12775,190,,0,6627,,,,,
2023-02-01 17:30:27,N863GT,5Y747,47.1182,-117.6917,273,12825,161,,0,6627,,,,,
2023-02-01 17:30:53,N863GT,5Y747,47.1196,-117.7239,274,12825,200,,0,6627,,,,,
2023-02-01 17:31:13,N863GT,5Y747,47.1209,-117.7522,275,12800,226,,0,6627,,,,,
2023-02-01 17:31:06,N863GT,5Y747,47.1204,-117.742,273,12850,220,,0,6627,,,,,
2023-02-01 17:31:33,N863GT,5Y747,47.1222,-117.7843,274,12850,240,,0,6627,,,,,
2023-02-01 17:31:22,N863GT,5Y747,47.1215,-117.7666,274,12825,230,,0,6627,,,,,
2023-02-01 17:31:45,N863GT,5Y747,47.1232,-117.8061,273,12825,250,,0,6627,,,,,
2023-02-01 17:32:05,N863GT,5Y747,47.1245,-117.8414,273,12825,260,,0,6627,,,,,
2023-02-01 17:31:57,N863GT,5Y747,47.1239,-117.8273,273,12825,259,,0,6627,,,,,
2023-02-01 17:32:16,N863GT,5Y747,47.1252,-117.8601,274,12825,260,,0,6627,,,,,
2023-02-01 17:32:27,N863GT,5Y747,47.1259,-117.8794,273,12825,260,,0,6627,,,,,
2023-02-01 17:32:48,N863GT,5Y747,47.1274,-117.9179,273,12800,260,,0,6627,,,,,
2023-02-01 17:32:36,N863GT,5Y747,47.1264,-117.8952,274,12825,263,,0,6627,,,,,
2023-02-01 17:32:57,N863GT,5Y747,47.1279,-117.9339,273,12825,260,,0,6627,,,,,
2023-02-01 17:33:07,N863GT,5Y747,47.1286,-117.9519,273,12825,263,,0,6627,,,,,
2023-02-01 17:33:15,N863GT,5Y747,47.129,-117.9622,273,12825,260,,0,6627,,,,,
2023-02-01 17:33:27,N863GT,5Y747,47.1299,-117.9861,272,12800,260,,0,6627,,,,,
2023-02-01 17:33:32,N863GT,5Y747,47.1302,-117.9964,273,12800,260,,0,6627,,,,,
2023-02-01 17:33:53,N863GT,5Y747,47.1316,-118.0323,273,12825,260,,0,6627,,,,,
2023-02-01 17:33:44,N863GT,5Y747,47.1311,-118.0173,274,12825,260,,0,6627,,,,,
2023-02-01 17:34:15,N863GT,5Y747,47.1331,-118.0701,274,12800,260,-510,0,6627,,,,,
2023-02-01 17:33:58,N863GT,5Y747,47.1319,-118.0405,273,12825,263,,0,6627,,,,,
2023-02-01 17:34:25,N863GT,5Y747,47.1339,-118.0885,274,12750,260,190,0,6627,,,,,
2023-02-01 17:34:46,N863GT,5Y747,47.1353,-118.1309,273,12775,290,,0,6627,,,,,
2023-02-01 17:34:37,N863GT,5Y747,47.1347,-118.1135,273,12775,280,,0,6627,,,,,
2023-02-01 17:35:07,N863GT,5Y747,47.1367,-118.1739,273,12775,290,,0,6627,,,,,
2023-02-01 17:34:57,N863GT,5Y747,47.1361,-118.1539,273,12775,299,,0,6627,,,,,
2023-02-01 17:35:14,N863GT,5Y747,47.137,-118.1875,270,12750,298,,0,6627,,,,,
2023-02-01 17:35:23,N863GT,5Y747,47.1373,-118.2059,270,12775,298,,0,6627,,,,,
2023-02-01 17:35:43,N863GT,5Y747,47.1373,-118.2452,270,12775,300,,0,6627,,,,,
2023-02-01 17:35:32,N863GT,5Y747,47.1373,-118.2229,270,12775,290,,0,6627,,,,,
2023-02-01 17:35:55,N863GT,5Y747,47.1373,-118.2709,270,12775,300,,0,6627,,,,,
2023-02-01 17:36:07,N863GT,5Y747,47.1373,-118.2962,270,12775,300,,0,6627,,,,,
2023-02-01 17:36:16,N863GT,5Y747,47.1372,-118.3142,270,12775,290,,0,6627,,,,,
2023-02-01 17:36:20,N863GT,5Y747,47.1372,-118.3223,269,12750,299,,0,6627,,,,,
2023-02-01 17:36:44,N863GT,5Y747,47.137,-118.371,270,12775,300,,0,6627,,,,,
2023-02-01 17:36:31,N863GT,5Y747,47.1371,-118.344,270,12775,299,,0,6627,,,,,
2023-02-01 17:36:55,N863GT,5Y747,47.1369,-118.3928,270,12775,300,,0,6627,,,,,
2023-02-01 17:36:59,N863GT,5Y747,47.1369,-118.4013,270,12775,300,,0,6627,,,,,
2023-02-01 17:37:16,N863GT,5Y747,47.1368,-118.4352,270,12750,298,,0,6627,,,,,
2023-02-01 17:37:20,N863GT,5Y747,47.1368,-118.4436,270,12775,290,,0,6627,,,,,
2023-02-01 17:37:35,N863GT,5Y747,47.1367,-118.474,270,12775,290,,0,6627,,,,,
2023-02-01 17:37:45,N863GT,5Y747,47.1366,-118.4925,270,12775,290,,0,6627,,,,,
2023-02-01 17:37:51,N863GT,5Y747,47.1366,-118.506,270,12775,298,,0,6627,,,,,
2023-02-01 17:38:18,N863GT,5Y747,47.1364,-118.5592,270,12775,298,,0,6627,,,,,
2023-02-01 17:38:34,N863GT,5Y747,47.1362,-118.5926,269,12775,299,,0,6627,,,,,
2023-02-01 17:38:06,N863GT,5Y747,47.1365,-118.5348,270,12750,297,,0,6627,,,,,
2023-02-01 17:38:26,N863GT,5Y747,47.1363,-118.5748,270,12775,290,,0,6627,,,,,
2023-02-01 17:38:57,N863GT,5Y747,47.136,-118.6331,270,12775,299,,0,6627,,,,,
2023-02-01 17:38:44,N863GT,5Y747,47.1361,-118.6116,270,12775,300,,0,6627,,,,,
2023-02-01 17:39:17,N863GT,5Y747,47.1357,-118.679,269,12775,299,,0,6627,,,,,
2023-02-01 17:39:28,N863GT,5Y747,47.1356,-118.7003,269,12775,299,,0,6627,,,,,
2023-02-01 17:39:06,N863GT,5Y747,47.1359,-118.6561,269,12775,300,,0,6627,,,,,
