time,icao24,callsign,lat,lon,heading,geoaltitude (ft),velocity(kts),vertrate (ft/min),onground,squawk,alert,spi,baroaltitude,lastposupdate,lastcontact
2023-02-01 16:22:03,N863GT,5Y747,47.8066,-122.2167,133,2825,182,,0,6627,,,,,
2023-02-01 16:22:11,N863GT,5Y747,47.8019,-122.2094,134,2825,181,,0,6627,,,,,
2023-02-01 16:22:15,N863GT,5Y747,47.7997,-122.2062,134,2825,180,,0,6627,,,,,
2023-02-01 16:22:20,N863GT,5Y747,47.7961,-122.2007,135,2825,180,,0,6627,,,,,
2023-02-01 16:22:26,N863GT,5Y747,47.7928,-122.1956,134,2825,180,,0,6627,,,,,
2023-02-01 16:22:29,N863GT,5Y747,47.7911,-122.1932,135,2825,180,,0,6627,,,,,
2023-02-01 16:22:35,N863GT,5Y747,47.7882,-122.1887,135,2825,181,,0,6627,,,,,
2023-02-01 16:22:40,N863GT,5Y747,47.7849,-122.1837,135,2825,181,,0,6627,,,,,
2023-02-01 16:22:44,N863GT,5Y747,47.7825,-122.1801,136,2825,180,,0,6627,,,,,
2023-02-01 16:22:49,N863GT,5Y747,47.7788,-122.1755,142,2825,180,,0,6627,,,,,
2023-02-01 16:22:55,N863GT,5Y747,47.7756,-122.1728,153,2825,181,,0,6627,,,,,
2023-02-01 16:22:58,N863GT,5Y747,47.7729,-122.1712,158,2850,180,,0,6627,,,,,
2023-02-01 16:23:05,N863GT,5Y747,47.7672,-122.1685,163,2850,180,,0,6627,,,,,
2023-02-01 16:23:08,N863GT,5Y747,47.7645,-122.1675,166,2825,180,,0,6627,,,,,
2023-02-01 16:23:14,N863GT,5Y747,47.7599,-122.1657,165,2825,179,,0,6627,,,,,
2023-02-01 16:23:20,N863GT,5Y747,47.7545,-122.1637,166,2825,170,,0,6627,,,,,
2023-02-01 16:23:25,N863GT,5Y747,47.7513,-122.1625,167,2825,180,,0,6627,,,,,
2023-02-01 16:23:29,N863GT,5Y747,47.747,-122.1608,165,2825,180,,0,6627,,,,,
2023-02-01 16:23:32,N863GT,5Y747,47.7442,-122.1597,165,2825,181,,0,6627,,,,,
2023-02-01 16:23:38,N863GT,5Y747,47.7399,-122.158,166,2825,180,,0,6627,,,,,
2023-02-01 16:23:47,N863GT,5Y747,47.7334,-122.1555,165,2825,181,,0,6627,,,,,
2023-02-01 16:23:49,N863GT,5Y747,47.7319,-122.1549,165,2825,181,,0,6627,,,,,
2023-02-01 16:23:54,N863GT,5Y747,47.7274,-122.1531,165,2825,180,,0,6627,,,,,
2023-02-01 16:23:56,N863GT,5Y747,47.7256,-122.1526,169,2825,181,,0,6627,,,,,
2023-02-01 16:24:05,N863GT,5Y747,47.7199,-122.152,180,2825,180,,0,6627,,,,,
2023-02-01 16:24:09,N863GT,5Y747,47.7153,-122.1528,189,2850,170,,0,6627,,,,,
2023-02-01 16:24:16,N863GT,5Y747,47.7097,-122.1556,202,2825,180,,0,6627,,,,,
2023-02-01 16:24:25,N863GT,5Y747,47.7036,-122.1634,228,2825,183,,0,6627,,,,,
2023-02-01 16:24:20,N863GT,5Y747,47.7062,-122.1592,218,2825,180,,0,6627,,,,,
2023-02-01 16:24:31,N863GT,5Y747,47.7015,-122.169,246,2825,185,,0,6627,,,,,
2023-02-01 16:24:40,N863GT,5Y747,47.7005,-122.183,274,2825,189,,0,6627,,,,,
2023-02-01 16:24:35,N863GT,5Y747,47.7005,-122.175,260,2825,180,,0,6627,,,,,
2023-02-01 16:24:46,N863GT,5Y747,47.7016,-122.1887,288,2825,190,,0,6627,,,,,
2023-02-01 16:24:50,N863GT,5Y747,47.7029,-122.193,295,2825,191,,0,6627,,,,,
2023-02-01 16:24:54,N863GT,5Y747,47.7049,-122.1976,303,2825,190,,0,6627,,,,,
2023-02-01 16:25:01,N863GT,5Y747,47.7085,-122.205,307,2850,192,,0,6627,,,,,
2023-02-01 16:25:05,N863GT,5Y747,47.7112,-122.2102,307,2825,192,,0,6627,,,,,
2023-02-01 16:25:08,N863GT,5Y747,47.7122,-122.2123,307,2825,192,,0,6627,,,,,
2023-02-01 16:25:14,N863GT,5Y747,47.7155,-122.2187,306,2825,190,,0,6627,,,,,
2023-02-01 16:25:23,N863GT,5Y747,47.7207,-122.2292,307,2825,190,,0,6627,,,,,
2023-02-01 16:25:17,N863GT,5Y747,47.7173,-122.2225,307,2825,190,,0,6627,,,,,
2023-02-01 16:25:28,N863GT,5Y747,47.7229,-122.2335,307,2825,192,,0,6627,,,,,
2023-02-01 16:25:36,N863GT,5Y747,47.7271,-122.2416,307,2825,190,,0,6627,,,,,
2023-02-01 16:25:38,N863GT,5Y747,47.728,-122.2434,307,2825,190,,0,6627,,,,,
2023-02-01 16:25:44,N863GT,5Y747,47.7307,-122.2486,306,2825,190,,0,6627,,,,,
2023-02-01 16:25:46,N863GT,5Y747,47.7318,-122.2508,307,2825,190,,0,6627,,,,,
2023-02-01 16:25:55,N863GT,5Y747,47.7376,-122.2623,306,2825,190,,0,6627,,,,,
2023-02-01 16:25:59,N863GT,5Y747,47.7393,-122.2655,307,2825,190,,0,6627,,,,,
2023-02-01 16:26:10,N863GT,5Y747,47.7468,-122.2765,325,2825,194,,0,6627,,,,,
2023-02-01 16:26:05,N863GT,5Y747,47.743,-122.2719,316,2825,190,,0,6627,,,,,
2023-02-01 16:26:18,N863GT,5Y747,47.7529,-122.2808,341,2850,195,,0,6627,,,,,
2023-02-01 16:26:23,N863GT,5Y747,47.7576,-122.2822,349,2850,190,,0,6627,,,,,
2023-02-01 16:26:29,N863GT,5Y747,47.7629,-122.2827,357,2850,190,,0,6627,,,,,
2023-02-01 16:26:37,N863GT,5Y747,47.7695,-122.2831,358,2825,190,,0,6627,,,,,
2023-02-01 16:26:40,N863GT,5Y747,47.7732,-122.2832,359,2800,199,,0,6627,,,,,
2023-02-01 16:26:46,N863GT,5Y747,47.7787,-122.2833,,2700,199,,0,6627,,,,,
2023-02-01 16:26:53,N863GT,5Y747,47.7847,-122.2833,,2575,198,,0,6627,,,,,
2023-02-01 16:26:50,N863GT,5Y747,47.7811,-122.2833,,2650,199,,0,6627,,,,,
2023-02-01 16:26:58,N863GT,5Y747,47.7893,-122.2833,360,2500,197,,0,6627,,,,,
2023-02-01 16:27:04,N863GT,5Y747,47.7953,-122.2833,,2375,195,,0,6627,,,,,
2023-02-01 16:27:13,N863GT,5Y747,47.8024,-122.2834,360,2250,192,,0,6627,,,,,
2023-02-01 16:27:10,N863GT,5Y747,47.7999,-122.2834,,2300,193,,0,6627,,,,,
2023-02-01 16:27:20,N863GT,5Y747,47.8084,-122.2834,,2125,190,,0,6627,,,,,
2023-02-01 16:27:26,N863GT,5Y747,47.8145,-122.2835,360,2050,187,,0,6627,,,,,
2023-02-01 16:27:35,N863GT,5Y747,47.8204,-122.2835,360,1950,180,,0,6627,,,,,
2023-02-01 16:27:29,N863GT,5Y747,47.8179,-122.2835,,1975,184,,0,6627,,,,,
2023-02-01 16:27:37,N863GT,5Y747,47.8219,-122.2835,358,1925,181,,0,6627,,,,,
2023-02-01 16:27:44,N863GT,5Y747,47.83,-122.2837,359,1775,172,,0,6627,,,,,
2023-02-01 16:27:47,N863GT,5Y747,47.8322,-122.2837,,1700,171,,0,6627,,,,,
2023-02-01 16:27:59,N863GT,5Y747,47.8414,-122.2839,359,1550,159,-960,0,6627,,,,,
2023-02-01 16:28:04,N863GT,5Y747,47.8451,-122.284,359,1450,155,-960,0,6627,,,,,
2023-02-01 16:28:08,N863GT,5Y747,47.8479,-122.2841,358,1400,153,-832,0,6627,,,,,
2023-02-01 16:28:13,N863GT,5Y747,47.8507,-122.2841,359,1350,152,,0,6627,,,,,
2023-02-01 16:28:22,N863GT,5Y747,47.8568,-122.2842,359,1250,153,,0,6627,,,,,
2023-02-01 16:28:32,N863GT,5Y747,47.863,-122.2845,358,1175,155,,0,6627,,,,,
2023-02-01 16:28:38,N863GT,5Y747,47.8684,-122.2847,359,1000,150,-890,0,6627,,,,,
2023-02-01 16:28:47,N863GT,5Y747,47.8751,-122.2849,359,875,150,-890,0,6627,,,,,
2023-02-01 16:28:52,N863GT,5Y747,47.877,-122.2849,,850,150,,0,6627,,,,,
2023-02-01 16:29:03,N863GT,5Y747,47.8877,-122.2852,359,625,158,-704,0,6627,,,,,
2023-02-01 16:29:10,N863GT,5Y747,47.8921,-122.2853,359,550,158,ADS-B,0,,,,,,
2023-02-01 16:29:23,N863GT,5Y747,47.9019,-122.2855,359,450,154,192,0,6627,,,,,
2023-02-01 16:29:21,N863GT,5Y747,47.9003,-122.2855,359,425,155,-64,0,6627,,,,,
2023-02-01 16:29:30,N863GT,5Y747,47.907,-122.2856,360,500,155,320,0,6627,,,,,
2023-02-01 16:29:34,N863GT,5Y747,47.91,-122.2857,358,500,159,128,0,6627,,,,,
2023-02-01 16:29:41,N863GT,5Y747,47.915,-122.2858,,550,165,704,0,6627,,,,,
2023-02-01 16:29:45,N863GT,5Y747,47.9183,-122.2858,,625,166,1152,0,6627,,,,,
2023-02-01 16:29:47,N863GT,5Y747,47.92,-122.2857,3,675,165,1408,0,6627,,,,,
2023-02-01 16:29:58,N863GT,5Y747,47.9277,-122.2854,3,925,160,1790,0,6627,,,,,
2023-02-01 16:29:53,N863GT,5Y747,47.9243,-122.2857,,700,160,1720,0,6627,,,,,
2023-02-01 16:30:03,N863GT,5Y747,47.9313,-122.2853,,1075,160,2170,0,6627,,,,,
2023-02-01 16:30:13,N863GT,5Y747,47.939,-122.2855,359,1575,161,,0,6627,,,,,
2023-02-01 16:30:11,N863GT,5Y747,47.9363,-122.2854,359,1425,161,,0,6627,,,,,
2023-02-01 16:30:19,N863GT,5Y747,47.9434,-122.2856,,1825,165,,0,6627,,,,,
2023-02-01 16:30:29,N863GT,5Y747,47.951,-122.2856,,2150,180,,0,6627,,,,,
2023-02-01 16:30:25,N863GT,5Y747,47.9483,-122.2856,360,2050,175,,0,6627,,,,,
2023-02-01 16:30:35,N863GT,5Y747,47.9561,-122.2856,,2350,192,,0,6627,,,,,
2023-02-01 16:30:44,N863GT,5Y747,47.9646,-122.2856,,2675,205,,0,6627,,,,,
2023-02-01 16:30:40,N863GT,5Y747,47.9613,-122.2856,359,2550,200,,0,6627,,,,,
2023-02-01 16:30:50,N863GT,5Y747,47.9711,-122.2856,1,2950,210,,0,6627,,,,,
2023-02-01 16:30:55,N863GT,5Y747,47.9759,-122.2849,8,3150,222,,0,6627,,,,,
2023-02-01 16:30:59,N863GT,5Y747,47.9794,-122.2839,13,3325,225,,0,6627,,,,,
2023-02-01 16:31:03,N863GT,5Y747,47.9849,-122.2809,23,3575,231,,0,6627,,,,,
2023-02-01 16:31:10,N863GT,5Y747,47.9908,-122.2754,35,3825,241,,0,6627,,,,,
2023-02-01 16:31:16,N863GT,5Y747,47.9949,-122.2695,48,4050,248,,0,6627,,,,,
2023-02-01 16:31:19,N863GT,5Y747,47.9977,-122.2641,55,4225,252,,0,6627,,,,,
2023-02-01 16:31:26,N863GT,5Y747,48.0012,-122.2537,67,4475,259,,0,6627,,,,,
2023-02-01 16:31:29,N863GT,5Y747,48.0022,-122.249,74,4575,264,,0,6627,,,,,
2023-02-01 16:31:41,N863GT,5Y747,48.0033,-122.2277,94,5150,267,,0,6627,,,,,
2023-02-01 16:31:35,N863GT,5Y747,48.0035,-122.2382,82,4800,268,,0,6627,,,,,
2023-02-01 16:31:46,N863GT,5Y747,48.0021,-122.219,105,5425,268,,0,6627,,,,,
2023-02-01 16:31:50,N863GT,5Y747,47.9999,-122.2104,114,5750,269,,0,6627,,,,,
2023-02-01 16:31:57,N863GT,5Y747,47.9957,-122.1999,126,6125,270,,0,6627,,,,,
2023-02-01 16:31:58,N863GT,5Y747,47.9944,-122.1974,127,6200,270,,0,6627,,,,,
2023-02-01 16:32:10,N863GT,5Y747,47.9834,-122.1816,140,6850,270,,0,6627,,,,,
2023-02-01 16:32:05,N863GT,5Y747,47.9888,-122.1887,137,6550,272,,0,6627,,,,,
2023-02-01 16:32:16,N863GT,5Y747,47.9785,-122.1756,141,7125,280,,0,6627,,,,,
2023-02-01 16:32:19,N863GT,5Y747,47.9752,-122.1718,143,7300,280,,0,6627,,,,,
2023-02-01 16:32:30,N863GT,5Y747,47.9635,-122.1578,142,7925,287,,0,6627,,,,,
2023-02-01 16:32:21,N863GT,5Y747,47.973,-122.1691,141,7425,280,,0,6627,,,,,
2023-02-01 16:32:42,N863GT,5Y747,47.9513,-122.1432,142,8350,290,,0,6627,,,,,
2023-02-01 16:32:52,N863GT,5Y747,47.9409,-122.1308,141,8625,295,,0,6627,,,,,
2023-02-01 16:33:01,N863GT,5Y747,47.9315,-122.1196,141,8975,296,,0,6627,,,,,
2023-02-01 16:33:11,N863GT,5Y747,47.9197,-122.1053,141,9475,290,,0,6627,,,,,
2023-02-01 16:33:20,N863GT,5Y747,47.9111,-122.0951,142,9825,296,,0,6627,,,,,
2023-02-01 16:33:28,N863GT,5Y747,47.9025,-122.085,142,10200,291,,0,6627,,,,,
2023-02-01 16:33:40,N863GT,5Y747,47.8887,-122.0685,141,10750,300,,0,6627,,,,,
2023-02-01 16:33:51,N863GT,5Y747,47.8764,-122.0538,141,11150,320,,0,6627,,,,,
2023-02-01 16:34:02,N863GT,5Y747,47.8634,-122.038,141,11575,340,,0,6627,,,,,
2023-02-01 16:34:07,N863GT,5Y747,47.857,-122.0303,141,11775,350,,0,6627,,,,,
2023-02-01 16:34:19,N863GT,5Y747,47.8424,-122.0128,141,12175,368,,0,6627,,,,,
2023-02-01 16:34:28,N863GT,5Y747,47.8291,-121.9967,141,12500,380,,0,6627,,,,,
2023-02-01 16:34:38,N863GT,5Y747,47.8155,-121.9802,141,12700,390,,0,6627,,,,,
2023-02-01 16:34:52,N863GT,5Y747,47.7961,-121.9566,141,12775,391,,0,6627,,,,,
2023-02-01 16:34:57,N863GT,5Y747,47.789,-121.9482,141,12775,390,,0,6627,,,,,
2023-02-01 16:35:11,N863GT,5Y747,47.7697,-121.9249,141,12800,390,,0,6627,,,,,
2023-02-01 16:35:22,N863GT,5Y747,47.7542,-121.9064,141,12775,390,,0,6627,,,,,
2023-02-01 16:35:30,N863GT,5Y747,47.7423,-121.8921,141,12775,390,,0,6627,,,,,
2023-02-01 16:35:40,N863GT,5Y747,47.7287,-121.8759,141,12775,390,,0,6627,,,,,
2023-02-01 16:35:44,N863GT,5Y747,47.7237,-121.87,141,12800,390,,0,6627,,,,,
2023-02-01 16:35:58,N863GT,5Y747,47.7041,-121.8463,141,12800,393,,0,6627,,,,,
2023-02-01 16:36:09,N863GT,5Y747,47.6895,-121.8289,141,12800,393,,0,6627,,,,,
2023-02-01 16:36:18,N863GT,5Y747,47.675,-121.8115,141,12800,393,,0,6627,,,,,
2023-02-01 16:36:31,N863GT,5Y747,47.6564,-121.7891,141,12800,393,,0,6627,,,,,
2023-02-01 16:36:41,N863GT,5Y747,47.6426,-121.7725,141,12800,390,,0,6627,,,,,
2023-02-01 16:36:49,N863GT,5Y747,47.6315,-121.7591,140,12800,392,,0,6627,,,,,
2023-02-01 16:37:01,N863GT,5Y747,47.6153,-121.7397,141,12800,390,,0,6627,,,,,
2023-02-01 16:37:08,N863GT,5Y747,47.6048,-121.7271,141,12800,390,,0,6627,,,,,
2023-02-01 16:37:20,N863GT,5Y747,47.588,-121.7068,141,12800,391,,0,6627,,,,,
2023-02-01 16:37:26,N863GT,5Y747,47.579,-121.696,141,12800,391,,0,6627,,,,,
2023-02-01 16:37:36,N863GT,5Y747,47.5659,-121.6802,141,12800,392,,0,6627,,,,,
2023-02-01 16:37:47,N863GT,5Y747,47.5506,-121.6618,141,12800,391,,0,6627,,,,,
2023-02-01 16:38:01,N863GT,5Y747,47.5295,-121.6366,141,12800,391,,0,6627,,,,,
2023-02-01 16:38:09,N863GT,5Y747,47.5204,-121.6257,141,12775,390,,0,6627,,,,,
2023-02-01 16:38:21,N863GT,5Y747,47.5034,-121.6054,141,12750,390,,0,6627,,,,,
2023-02-01 16:38:30,N863GT,5Y747,47.4914,-121.591,141,12800,390,,0,6627,,,,,
2023-02-01 16:38:39,N863GT,5Y747,47.4783,-121.5751,141,12800,390,,0,6627,,,,,
2023-02-01 16:38:47,N863GT,5Y747,47.4685,-121.5634,141,12800,380,,0,6627,,,,,
2023-02-01 16:39:02,N863GT,5Y747,47.4463,-121.5334,130,12775,390,,0,6627,,,,,
2023-02-01 16:39:20,N863GT,5Y747,47.4307,-121.4891,108,12775,400,,0,6627,,,,,
2023-02-01 16:39:31,N863GT,5Y747,47.4269,-121.4625,101,12800,407,,0,6627,,,,,
2023-02-01 16:39:41,N863GT,5Y747,47.4251,-121.4385,95,12800,408,,0,6627,,,,,
2023-02-01 16:39:46,N863GT,5Y747,47.4242,-121.4205,94,12800,408,,0,6627,,,,,
2023-02-01 16:40:02,N863GT,5Y747,47.4231,-121.3758,91,12800,408,,0,6627,,,,,
2023-02-01 16:40:04,N863GT,5Y747,47.423,-121.3702,92,12800,408,,0,6627,,,,,
2023-02-01 16:40:16,N863GT,5Y747,47.4228,-121.3332,91,12775,400,,0,6627,,,,,
2023-02-01 16:40:25,N863GT,5Y747,47.4227,-121.3087,90,12775,408,,0,6627,,,,,
2023-02-01 16:40:38,N863GT,5Y747,47.4225,-121.271,90,12800,407,,0,6627,,,,,
2023-02-01 16:40:50,N863GT,5Y747,47.4223,-121.2407,91,12800,408,,0,6627,,,,,
2023-02-01 16:41:02,N863GT,5Y747,47.422,-121.2048,92,12800,400,,0,6627,,,,,
2023-02-01 16:41:11,N863GT,5Y747,47.4217,-121.1814,91,12800,400,,0,6627,,,,,
2023-02-01 16:41:20,N863GT,5Y747,47.4214,-121.1616,91,12800,400,,0,6627,,,,,
2023-02-01 16:41:31,N863GT,5Y747,47.4209,-121.1274,91,12800,408,,0,6627,,,,,
2023-02-01 16:41:34,N863GT,5Y747,47.4207,-121.1162,92,12800,408,,0,6627,,,,,
2023-02-01 16:41:45,N863GT,5Y747,47.4201,-121.0871,92,12800,408,,0,6627,,,,,
2023-02-01 16:42:03,N863GT,5Y747,47.4191,-121.0392,92,12800,409,,0,6627,,,,,
2023-02-01 16:42:23,N863GT,5Y747,47.4177,-120.9812,92,12775,409,,0,6627,,,,,
2023-02-01 16:42:26,N863GT,5Y747,47.4175,-120.9728,92,12775,410,,0,6627,,,,,
2023-02-01 16:42:40,N863GT,5Y747,47.4166,-120.9339,92,12800,411,,0,6627,,,,,
2023-02-01 16:43:00,N863GT,5Y747,47.4153,-120.8757,91,12775,411,64,0,6627,,,,,
2023-02-01 16:43:03,N863GT,5Y747,47.4151,-120.8673,92,12775,410,,0,6627,,,,,
2023-02-01 16:43:20,N863GT,5Y747,47.414,-120.8188,92,12800,412,,0,6627,,,,,
2023-02-01 16:43:23,N863GT,5Y747,47.4138,-120.8121,92,12800,412,,0,6627,,,,,
2023-02-01 16:43:39,N863GT,5Y747,47.4128,-120.7672,92,12800,412,,0,6627,,,,,
2023-02-01 16:43:52,N863GT,5Y747,47.4122,-120.7389,92,12775,412,,0,6627,,,,,
2023-02-01 16:44:03,N863GT,5Y747,47.4113,-120.6985,92,12800,410,,0,6627,,,,,
2023-02-01 16:44:12,N863GT,5Y747,47.411,-120.6832,92,12800,409,,0,6627,,,,,
2023-02-01 16:44:30,N863GT,5Y747,47.4097,-120.6266,92,12750,400,,0,6627,,,,,
2023-02-01 16:44:41,N863GT,5Y747,47.409,-120.5954,92,12750,410,,0,6627,,,,,
2023-02-01 16:44:48,N863GT,5Y747,47.4087,-120.5792,92,12775,410,,0,6627,,,,,
2023-02-01 16:45:07,N863GT,5Y747,47.4074,-120.5233,92,12775,410,,0,6627,,,,,
2023-02-01 16:45:01,N863GT,5Y747,47.4077,-120.5387,93,12775,410,,0,6627,,,,,
2023-02-01 16:45:19,N863GT,5Y747,47.4066,-120.4902,92,12775,410,,0,6627,,,,,
2023-02-01 16:45:31,N863GT,5Y747,47.4058,-120.4539,93,12775,409,,0,6627,,,,,
2023-02-01 16:45:40,N863GT,5Y747,47.4052,-120.428,92,12775,408,,0,6627,,,,,
2023-02-01 16:45:53,N863GT,5Y747,47.4045,-120.3975,92,12775,408,,0,6627,,,,,
2023-02-01 16:46:02,N863GT,5Y747,47.4038,-120.3688,92,12775,408,,0,6627,,,,,
2023-02-01 16:46:12,N863GT,5Y747,47.4032,-120.3452,91,12775,408,,0,6627,,,,,
2023-02-01 16:46:26,N863GT,5Y747,47.4022,-120.3056,92,12775,410,,0,6627,,,,,
2023-02-01 16:46:43,N863GT,5Y747,47.4007,-120.2576,94,12775,400,,0,6627,,,,,
2023-02-01 16:47:01,N863GT,5Y747,47.3924,-120.2059,110,12775,403,,0,6627,,,,,
2023-02-01 16:47:10,N863GT,5Y747,47.3855,-120.1835,118,12775,398,-64,0,6627,,,,,
2023-02-01 16:47:22,N863GT,5Y747,47.3735,-120.1553,126,12775,393,64,0,6627,,,,,
2023-02-01 16:47:33,N863GT,5Y747,47.3638,-120.1352,125,12775,390,,0,6627,,,,,
2023-02-01 16:47:53,N863GT,5Y747,47.3422,-120.0896,125,12750,392,,0,6627,,,,,
2023-02-01 16:48:12,N863GT,5Y747,47.3212,-120.046,126,12775,394,,0,6627,,,,,
2023-02-01 16:48:18,N863GT,5Y747,47.316,-120.035,125,12775,394,,0,6627,,,,,
2023-02-01 16:48:26,N863GT,5Y747,47.3076,-120.0178,125,12775,394,,0,6627,,,,,
2023-02-01 16:48:42,N863GT,5Y747,47.2895,-119.9802,126,12775,394,,0,6627,,,,,
2023-02-01 16:48:52,N863GT,5Y747,47.28,-119.9607,126,12775,380,,0,6627,,,,,
2023-02-01 16:49:02,N863GT,5Y747,47.2699,-119.9396,125,12775,370,,0,6627,,,,,
2023-02-01 16:49:12,N863GT,5Y747,47.2595,-119.9178,125,12750,360,,0,6627,,,,,
2023-02-01 16:49:30,N863GT,5Y747,47.2425,-119.8824,125,12750,350,,0,6627,,,,,
2023-02-01 16:49:41,N863GT,5Y747,47.2325,-119.8616,125,12750,330,,0,6627,,,,,
2023-02-01 16:49:48,N863GT,5Y747,47.2262,-119.8487,126,12750,330,,0,6627,,,,,
2023-02-01 16:50:01,N863GT,5Y747,47.2148,-119.8249,124,12775,310,,0,6627,,,,,
2023-02-01 16:50:12,N863GT,5Y747,47.2058,-119.8063,126,12750,300,,0,6627,,,,,
2023-02-01 16:50:22,N863GT,5Y747,47.1976,-119.7892,125,12750,300,,0,6627,,,,,
2023-02-01 16:50:29,N863GT,5Y747,47.1922,-119.7778,125,12750,290,,0,6627,,,,,
2023-02-01 16:50:39,N863GT,5Y747,47.1845,-119.7619,125,12750,280,,0,6627,,,,,
2023-02-01 16:50:53,N863GT,5Y747,47.1739,-119.7401,126,12775,260,,0,6627,,,,,
2023-02-01 16:51:03,N863GT,5Y747,47.1673,-119.7264,126,12775,250,,0,6627,,,,,
2023-02-01 16:51:11,N863GT,5Y747,47.162,-119.7153,125,12775,240,,0,6627,,,,,
2023-02-01 16:51:20,N863GT,5Y747,47.1558,-119.7026,126,12750,230,,0,6627,,,,,
2023-02-01 16:51:32,N863GT,5Y747,47.1486,-119.6879,126,12775,220,,0,6627,,,,,
2023-02-01 16:51:36,N863GT,5Y747,47.1461,-119.6827,125,12775,220,,0,6627,,,,,
2023-02-01 16:51:53,N863GT,5Y747,47.1359,-119.6617,126,12775,220,,0,6627,,,,,
2023-02-01 16:51:56,N863GT,5Y747,47.134,-119.6579,126,12800,222,,0,6627,,,,,
2023-02-01 16:52:12,N863GT,5Y747,47.1245,-119.6384,125,12775,210,,0,6627,,,,,
2023-02-01 16:52:18,N863GT,5Y747,47.1212,-119.6317,125,12750,214,,0,6627,,,,,
2023-02-01 16:52:29,N863GT,5Y747,47.1147,-119.6184,126,12750,212,64,0,6627,,,,,
2023-02-01 16:52:42,N863GT,5Y747,47.1077,-119.6039,126,12775,211,,0,6627,,,,,
2023-02-01 16:52:52,N863GT,5Y747,47.1019,-119.5918,125,12775,210,,0,6627,,,,,
2023-02-01 16:53:01,N863GT,5Y747,47.0967,-119.5812,126,12775,210,,0,6627,,,,,
2023-02-01 16:53:13,N863GT,5Y747,47.0901,-119.5675,124,12775,200,,0,6627,,,,,
2023-02-01 16:53:19,N863GT,5Y747,47.0868,-119.5606,125,12775,209,,0,6627,,,,,
2023-02-01 16:53:33,N863GT,5Y747,47.0791,-119.5448,126,12775,209,,0,6627,,,,,
2023-02-01 16:53:42,N863GT,5Y747,47.074,-119.5345,126,12775,209,,0,6627,,,,,
2023-02-01 16:53:51,N863GT,5Y747,47.069,-119.5243,125,12775,209,,0,6627,,,,,
